Date,Ticker,Close,Volume,PE_Ratio,ROIC,Debt_to_Equity
2021-01-01,ASIANPAINT,2656.6767578125,1246698,24.9816047538945,0.2253210556741197,0.8921232339246055
2021-01-01,BAJFINANCE,517.22412109375,14471870,48.02857225639664,0.2356433591295189,0.7855207471924215
2021-01-01,BHARTIARTL,494.20819091796875,10377082,39.279757672456206,0.1557610436313533,0.44793457359058364
2021-01-01,HDFCBANK,674.8863525390625,8810938,33.946339367881464,0.200760696753709,1.7995093870568741
2021-01-01,ICICIBANK,510.19140625,13592625,16.24074561769746,0.1378606544655994,0.38136689227630444
2021-01-01,INFY,1109.5997314453125,4253550,16.239780813448107,0.1992164313145786,1.3079047793073555
2021-01-01,ITC,164.0678253173828,20279389,12.32334448672798,0.09096030498783339,1.7912710226117865
2021-01-01,LT,1230.7783203125,2058419,44.647045830997406,0.12421294696070628,1.8327403017401287
2021-01-01,MARUTI,7371.63134765625,767574,34.04460046972835,0.17684559976272296,1.60715542969708
2021-01-01,RELIANCE,901.1946411132812,10015175,38.32290311184182,0.05363159312141577,0.4346681543609356
2021-01-01,SBIN,257.8070068359375,24531791,10.823379771832098,0.1944922620677908,1.6531196775063524
2021-01-01,SUNPHARMA,562.5928955078125,8229768,48.79639408647977,0.21710710025363336,0.6254731435896866
2021-01-01,TCS,2569.268310546875,2681440,43.29770563201687,0.12982833221879028,1.8525562521217669
2021-01-01,TITAN,1534.729248046875,1003018,18.493564427131048,0.13958848343543287,1.447264694705314
2021-01-01,ULTRACEMCO,5147.88427734375,355623,17.272998688284027,0.22025644244330622,1.5920083659168842
2021-01-04,ASIANPAINT,2635.762451171875,1360486,17.33618039413735,0.2051309270652067,0.2615616616536807
2021-01-04,BAJFINANCE,510.9598693847656,23336590,22.16968971838151,0.107629897806675,1.2072537155427343
2021-01-04,BHARTIARTL,496.0788879394531,13489114,30.990257265289515,0.1147952213123078,1.6601700411074911
2021-01-04,HDFCBANK,670.600341796875,15740192,27.27780074568463,0.18577564647811934,1.7370216702677486
2021-01-04,ICICIBANK,514.253662109375,16549750,21.649165607921677,0.16263961848963226,0.1544002389939189
2021-01-04,INFY,1134.0726318359375,7208454,34.474115788895176,0.0824459142192994,1.8844025418547266
2021-01-04,ITC,163.7225799560547,27927482,15.579754426081674,0.11198598184583329,0.18234359327471147
2021-01-04,LT,1247.479736328125,4014636,21.685785941408724,0.22999665537573083,1.2675854913822147
2021-01-04,MARUTI,7382.1748046875,598645,24.654473731747668,0.1876348873444527,1.4174363024690928
2021-01-04,RELIANCE,902.7136840820312,24513534,28.24279936868144,0.2471948635371039,0.30395605321902863
2021-01-04,SBIN,259.32952880859375,31450608,41.407038455720546,0.2034025059961539,0.1912225446574661
2021-01-04,SUNPHARMA,570.2828979492188,11329298,17.98695128633439,0.23839488642871806,1.5913330934563854
2021-01-04,TCS,2666.83544921875,5113293,30.569377536544465,0.09323771477409509,0.8308741871151245
2021-01-04,TITAN,1527.1473388671875,1383979,33.696582754481696,0.20429697496338517,0.30351377909873495
2021-01-04,ULTRACEMCO,5183.3017578125,453783,11.85801650879991,0.054043504029559486,1.5490688511365198
2021-01-05,ASIANPAINT,2674.192626953125,1299589,34.30179407605753,0.1841520043423068,1.713409833272879
